video_id,video_name,channel_name,comment_id,comment,username,class
fCdXvp0tTnc,Restoring a Neglected Chinese Juniper Bonsai,Bonsai Releaf,UgyTtGwMuqXXKZvAFXx4AaABAg.9OkNNcrDMvD9ond5XINjVM,[MAIN] This tree has received more love and care than I did as a child [REPLY] You think having ur life straight up planned is love and care,Astre,0
gjL636ibnII,Exploring Manchester's Abandoned Debenhams: Found 1930s Secrets,Urbandoned,Ugxlt59K_gpbwb0KA5Z4AaABAg.9oVNKlF7DqT9ohTQ_omqIG,"[MAIN] Omg so many memories, I used to work on the 3rd floor restaurant for 6 years before it all closed in 2020. We were never allowed to go above the 3rd floor unless we had security with us. They only used those floors as a storage area. [REPLY] We use to take our parents to the restaurant as they’ve been shopping there for years, miss that place so much and sad to see it gone not long ago.",Pork Scratchings,0
xLu_YNGAIIY,The Last Dream SMP Video Ever,TommyInnit,Ugwve-5amdNdt4-z1Ql4AaABAg.9on-Jb1TFov9onzeuOHpe2,"[MAIN] Dream SMP changed my life, and it is sad to see it go but I'm just happy that it happened in the first place. [REPLY] ❤❤❤",bigsmellyfard,0
jHv63Uvk5VA,Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],Santrel Media,Ugwtt8nj1Q4bQEoVrvN4AaABAg,"ChatGPT told me to say: Yo Mike O'Brien, just wanted to say thanks for that super cool video on ChatGPT use cases! You made everything so easy to get and it's awesome to see all the ways we can use this tech. Your vid's got me thinking about all the cool stuff I can do with it now. Appreciate the info, man! Keep rockin' it! 😄👊",Nick Good,0
GPBe-oYlG1A,"ASMR MUKBANG | Fast Food, Big Mac, Chicken Nuggets, Onion Rings, Chicken Sandwich, Wings, Fries",Zach Choi ASMR,UgwVGLdVpXZXJJCbAyp4AaABAg,I really enjoy watching this during Ramadan,Venus,0
WIGGnZNLDIc,The Professor SERIOUSLY TESTED 5v5 vs Abrasive Pro Hoopers,Professor Live,UgyZ7e_BPVp5cvp6zKR4AaABAg,That’s so nice with the kids after too. Class act!,Kaine Basketball Highlights - Stratford CT,0
0FvBxPVgv7g,When Trash Talk Goes Wrong in Boxing: Eddie Hall vs Hafthor Bjornsson,Gypsy Dosser,UgwfrMv6KFi8BFwfp_Z4AaABAg.9c2VAZWkpmS9mCuSM5c6rS,"[MAIN] Aye boys, youtube has demonetized my entire channel so I've setup a Patreon page so fans can donate money so I can continue to make videos. 
Here's the link to my Patreon Page: https://www.patreon.com/GypsyDosser [REPLY] LMAO a patreon where no one supports it, got it",DirtyThunderblade,0
UKjacBZE52c,ROBLOX'S BIGGEST UPDATE EVER!!!! 😱😨,KreekCraft,UgxsADSKl7Mg0qF-leN4AaABAg.9ooD3b9IvN49ooDmnIi7xc,"[MAIN] *Let’s just take a minute to appreciate how much time and work he put into these videos?*
*It's unbelievable, and I think they deserve a lot more than that*  🌈 🌈01:08 [REPLY] *My content's better than KreekCraft!!* 🔥🤣🤩🤐",Vantherz,0
JdjH8uVSrkI,DEEBLOCK PUBLIC SLAMBALL TOURNAMENT!,Duke Dennis,UgzIuCWQJrjdGnr5xdJ4AaABAg.9oT7fRDcj6q9oi1wlYJ_3i,[MAIN] WHERE SHOULD I DO A EVENT NEXT👀 [REPLY] vegas,Pedro Rubio,0
Z4c7_QVcKJQ,SIDEMEN EXTREME HOT VS COLD CAMPING,Sidemen,UgyVvMljOBnJnPMLNUZ4AaABAg,49:48 bruh that edit was so unexpected and felt way too real💀. I almost choked on my food when I saw this,Jaden Coober,0
YcwiPM1G8fY,Ryan Reynolds and Rob McElhenney burst into tears as Wrexham seal Football League promotion!,BT Sport,Ugwq3RDotQij8PCKDDx4AaABAg.9ooxm14NLlI9op0BRoc_HM,[MAIN] These two owners have done more in 6 months than what the Glazers have done in a decade. Congrats to Wrexham! [REPLY] @Harrison Garms pisses me off so bad,r91y44n,0
KljvA0Arzx8,YoungBoy Never Broke Again - Big Truck [Official Music Video],YoungBoy Never Broke Again,UgyTO-7EcRRpGPHCMAB4AaABAg,"This man is on a different level, it was not he who lost the industry, it was the industry that lost it",drippy.Jordan44,0
7NkSdfPOgE8,They are saying this is the CALL OF DUTY KILLER,FaZe Jev,UgwnRYwUb8MRs6cW3ct4AaABAg,WE MUST ENSURE THAT THIS GAME IS SUCCESSFUL,Rexy,0
GPBe-oYlG1A,"ASMR MUKBANG | Fast Food, Big Mac, Chicken Nuggets, Onion Rings, Chicken Sandwich, Wings, Fries",Zach Choi ASMR,UgzXUxwJnSu8_7ZMj4Z4AaABAg.9nb-IRcOUiP9oAfUNOFQ-X,[MAIN] Watching this while Ramadan🗿 [REPLY] Fr,Aima Ijaz,0
GL36jqZHPs0,The Perfect Crispy Skin Pork Belly (Lechon Kawali),Joshua Weissman,UgxjHVwGRGRDxzHRSGB4AaABAg,YES  someone who knows Toyomansi is kinda similar to Japaneze ponzu and that yuzu would be a good option! Calamansi is like Kumqut x tangerine/mandarine so it has the sourness of citrus yet the sweetness too. You could even mix lemon or lime juice with tangerine/mandarine or orange juice. But the best is still getting your hands on some real calamansi!,Prin Ren TG,0
dMoFcvfd5t4,The Weeknd ft. Future - Double Fantasy (Official Music Video),TheWeekndVEVO,Ugw6I3hCI69jYERLfAh4AaABAg,The Weeknd always delivers with his music; It's clear that he puts a lot of passion in his songs.,Htop Skills,0
