video_id,video_name,channel_name,comment_id,comment,username,class
bKDkiafC7-U,We Played Roblox Battlefield,SMii7Yplus,UgxWkT6DrlrgvJg04o54AaABAg,"Now, We need a lot of this game content for Smitty,

and I can tell this game is Massive Content moments",Eigriv Tupaz,ham
Pnva-dZm75g,The Depressing World Of Rapper's Fake Lifestyles,NOC NOC,UgwMy_C1YhEx77rZR-B4AaABAg,"As a photographer and filmmaker, I 100% concur with this documentary 😂 Literally my day job to make them look like this.  I see behind the scenes where they have a hard time affording a $2,000 music video budget.  I watched them count the pennies on the table for a Happy Meal while flossing rent money on the set 😆",Aaron Jonell Hall,ham
aW7bzd8uwyQ,Jack Black - Peaches (Directed by Cole Bennett)  The Super Mario Bros. Movie,Lyrical Lemonade,UgyZexsyub0x0nMbppt4AaABAg,People love how Jack will always find an excuse to sing in every movie. The man makes wanna be a rockstar,50k challenge with 0 video,spam
GqcR8t9DyEc,Best tiktok songs 2023 🍦 Trending tiktok 2023 ~ Tiktok viral songs,Love Life Lyrics,UgzNfQ2hCQkmLeHrVqF4AaABAg.9nrjPo0pf8Q9nstvtDCVjC,"[MAIN] To the person reading this, you are wonderful, you are beautiful inside and out, your energy makes me feel warm, thank you for existing and i hope you have the best day ever ️️ [REPLY] Thanks, u made me smile :)",EUsmongold,ham
Kdax_IQXZtE,Deputy PM Dominic Raab resigns over bullying report,Channel 4 News,Ugxzyp4X59ETuMAyQod4AaABAg.9omKTsq-EvJ9omr-kIDbip,[MAIN] Leave it to the biggest bullies to play the biggest victims. [REPLY] You can write your feedback about my video on telegram👆,Lets talk on TeIegra'm 👉Channel4news2,spam
dN9b_jrSJ1A,"Student Accidentally Flashes Fake ID, Instantly Regrets It",Crime Scene Cam,UgyqBpJ5egopB0ju14V4AaABAg.9nvUc1PpCSm9om2oxbnuWA,"[MAIN] This video was originally uploaded yesterday, but was taken down by YouTube due to privacy concerns. Despite no identifying information being visible on either of the IDs due to the quality and angle of the camera, YouTube still thought it was violative of their privacy policies. This version of the video has been edited (parts blurred) to address those concerns.

Thanks for watching.

EDIT: The video was once again removed shortly after posting this comment a few days ago. After going back and forth with YouTube, the video is once again live. [REPLY] @Qerious my name is Jason I live in Long Island come get me slime ball",Senator Sheldon Cooper,neutral
TEXEDyOn-4o,The Easiest Chili Garlic Noodles Ever (3 Ways),Joshua Weissman,Ugzu8_3UiprIGiko5yZ4AaABAg,I might have to try some of these sauces! I make chili garlic noodles all the time. My usual sauce is toasted garlic + Chuanzhiwei chili oil + homemade pork bone stock + soy sauce + mirin. So these are gonna be something different for a change.,August | Frost,ham
Pnva-dZm75g,The Depressing World Of Rapper's Fake Lifestyles,NOC NOC,UgwGRp5PXaCfNy6BUYh4AaABAg.9lPK5wBvtNC9mbAuVlFI5E,[MAIN] IM BACK!!! This video took FOREVER to make so if your reading this I love and appreciate you for even watching. Feel free to let me know what you think about it here in the comments and if y'all want to hear from me outside of this youtube stuff... follow me on twitter @BoogieNN [REPLY] I'll tell you where 69 got his name from 🌻my old street address,Noise Pollution,neutral
1ZYbU82GVz4,"Relaxing Sleep Music • Deep Sleeping Music, Relaxing Music, Stress Relief, Meditation Music (Flying)",Soothing Relaxation,UgxVQYry8mWU9gma1VZ4AaABAg.9lVgnI2Cas49oaSRWWrrGw,"[MAIN] Good night everyone! 😴 This music is called ""Flying"" by Peder B. Helland.
12-hour version: https://www.youtube.com/watch?v=lh4JdZTJe7k
We also have a 10-hour version with a black screen: https://www.youtube.com/watch?v=ZMLBHgDe8AU
The original single by Peder B. Helland (30 minutes): https://www.youtube.com/watch?v=mBsaY0OcYpY
I hope you enjoy the music and thank you for listening to Soothing Relaxation! 😊 [REPLY] Nmm  min link ln;ön ln inic_.  Ö^  ^ili^i^i) i) ^i)",Lawliet Raindra,neutral
-cgoSk_yg6k,How Do German Schools Teach About WWII?,Today I Found Out,UgyV9licSHVj-VWjgfF4AaABAg.9BZRApuO8TC9kGuvPeHDyd,"[MAIN] If you like this channel, you're pretty much guaranteed to like Curiosity Stream, which is super inexpensive at under $20 PER YEAR and a great way to support this channel. It's win/win. Check it out here: http://go.thoughtleaders.io/1864720200721 [REPLY] Snap",Chris L,neutral
EuPIOF0LG70,The Cookie Clicker Experience,Dragoon,Ugxto_P24wpmHT48ay14AaABAg.9obP3pOexTX9onfqXJkoAn,[MAIN] This was an emotional rollercoaster [REPLY] 👍,Гергана Михайлова,neutral
-SYwOAe6V_4,ASMR for Those Who Want to Sleep Soundly Now / 3Hr (No Talking),Coromo Sara. ASMR,UgyBNdPyQl6VFuk0k9B4AaABAg,The best part about ANY asmr is that it has LOTS of tingles,Mr  chill,ham
g1pb2aK2we4,How stretching actually changes your muscles - Malachy McHugh,TED-Ed,UgwNB6Y0gPUIRJAMYrx4AaABAg.9ntE4TlAEUP9o4tijrYIjr,"[MAIN] Nice to see that you guys are making videos about human physiology. It is really educating and informative. Appreciate your work. [REPLY] @Aidar yesss, that's why George Floyd martyred 🙏🙏",Aly X22Destroyer,neutral
w6JXZ3GzSCQ,The Billion Dollar Scam - BBC World Service,BBC World Service,UgxJEueWspOIJQU6JC54AaABAg,Thanks for the great work! I myself a victim of this scam in the UK back in 2019. Deposited £250 initially and they showed screen profits for 2 weeks and after that asked me to deposit more money. By then I investigated more and found out that I was scammed and asked them to refund money but never got it.,P E,ham
C_78DM8fG6E,The Inside Story of ChatGPT’s Astonishing Potential | Greg Brockman | TED,TED,UgwbCKFbTTkEgQwacI54AaABAg.9ojWUA9JB3C9on_H84fLB7,"[MAIN] How difficult to keep up with AI development is a strong indicator that life as we know it will never be the same! [REPLY] I didn't read the 10 replies, so this may have already been said but: It already isn't.",The Endarkened Illuminatus,ham
GDSf2h9_39I,Why Aliens Might Already Be On Their Way To Us,Kurzgesagt – In a Nutshell,UgzzhYetq31VioVIHYF4AaABAg,The scarier thing than knowing what’s going to happen is not knowing what will happen. Human’s fear the unknown,Yhib Poop,ham
GqcR8t9DyEc,Best tiktok songs 2023 🍦 Trending tiktok 2023 ~ Tiktok viral songs,Love Life Lyrics,UgzNfQ2hCQkmLeHrVqF4AaABAg.9nrjPo0pf8Q9nsIgucMXg6,"[MAIN] To the person reading this, you are wonderful, you are beautiful inside and out, your energy makes me feel warm, thank you for existing and i hope you have the best day ever ️️ [REPLY] Thank u",Irene Cabahaga,ham
QfRMUWtIFFo,The CALL OF DUTY KILLER keeps getting better with each passing day,FaZe Jev,UgwZLWKTYkOlqL32iiR4AaABAg,Something so simple that COD has taken away from us is Map Voting . Good job on this game for bringing back the little things,DreamShake Jones,ham
iCG_hMoURJA,Well...What A Week,JJ Olatunji,UgwXTF43AxRLBOEIlYl4AaABAg.9oSTZZVjHsl9ojzDNFx9Wl,[MAIN] We appreciate your kindness JJ. Hope to meet you one day [REPLY] you are a failyuuuuaaa,Quentin Williams,neutral
